element_start,route_catacombs_rough_patch,Route
m_RouteType,rough_patch,
m_Chance,5,
actorless_effects,remove_1_stagecoach_wheel,
m_EndingRowsToSkip,1,
element_end
element_start,route_catacombs_hazard,Route
m_RouteType,hazard,
m_Chance,5,
actorless_effects,remove_1_stagecoach_armor,
m_EndingRowsToSkip,1,
element_end
element_start,route_catacombs_combat_faction,Route
m_RouteType,combat,
m_Chance,4,
m_EndingRowsToSkip,1,
m_AllowsBark,False,
m_AllowsPetSqueal,False,
element_end
element_start,route_catacombs_combat_gaunt,Route
m_RouteType,combat,
m_Chance,0,
m_EndingRowsToSkip,1,
m_AllowsBark,False,
m_AllowsPetSqueal,False,
element_end
