element_start,memory_01,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_01_buy_cost,
element_end
element_start,memory_01,ActorDataExternalBuffs
buffs,memory_buff_01,
element_end
element_start,memory_01_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_02,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_02_buy_cost,
element_end
element_start,memory_02,ActorDataExternalBuffs
buffs,memory_buff_02,
element_end
element_start,memory_02_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_03,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_03_buy_cost,
element_end
element_start,memory_03,ActorDataExternalBuffs
buffs,memory_buff_03,
element_end
element_start,memory_03_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_04,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_04_buy_cost,
element_end
element_start,memory_04,ActorDataExternalBuffs
buffs,memory_buff_04,
element_end
element_start,memory_04_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_05,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_05_buy_cost,
element_end
element_start,memory_05,ActorDataExternalBuffs
buffs,memory_buff_05a,memory_buff_05b,memory_buff_05c,
element_end
element_start,memory_05_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_06,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_06_buy_cost,
element_end
element_start,memory_06,ActorDataExternalBuffs
buffs,memory_buff_06,
element_end
element_start,memory_06_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_07,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_07_buy_cost,
element_end
element_start,memory_07,ActorDataExternalBuffs
buffs,memory_buff_07,
element_end
element_start,memory_07_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_08,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_08_buy_cost,
element_end
element_start,memory_08,ActorDataExternalBuffs
buffs,memory_buff_08,
element_end
element_start,memory_08_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_09,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_09_buy_cost,
element_end
element_start,memory_09,ActorDataExternalBuffs
buffs,memory_buff_09,
element_end
element_start,memory_09_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_10,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_10_buy_cost,
element_end
element_start,memory_10,ActorDataExternalBuffs
buffs,memory_buff_10,
element_end
element_start,memory_10_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_11,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_11_buy_cost,
element_end
element_start,memory_11,ActorDataExternalBuffs
buffs,memory_buff_11,
element_end
element_start,memory_11_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_12,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_12_buy_cost,
element_end
element_start,memory_12,ActorDataExternalBuffs
buffs,memory_buff_12,
element_end
element_start,memory_12_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_13,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_13_buy_cost,
element_end
element_start,memory_13,ActorDataExternalBuffs
buffs,memory_buff_13,
element_end
element_start,memory_13_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_14,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_14_buy_cost,
element_end
element_start,memory_14,ActorDataExternalBuffs
buffs,memory_buff_14,
element_end
element_start,memory_14_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_15,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_15_buy_cost,
element_end
element_start,memory_15,ActorDataExternalBuffs
buffs,memory_buff_15,
element_end
element_start,memory_15_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_16,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_16_buy_cost,
element_end
element_start,memory_16,ActorDataExternalBuffs
buffs,memory_buff_16,
element_end
element_start,memory_16_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_17,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_17_buy_cost,
element_end
element_start,memory_17,ActorDataExternalBuffs
buffs,memory_buff_17,
element_end
element_start,memory_17_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_18,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_18_buy_cost,
element_end
element_start,memory_18,ActorDataExternalBuffs
buffs,memory_buff_18,
element_end
element_start,memory_18_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_19,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_19_buy_cost,
element_end
element_start,memory_19,ActorDataExternalBuffs
buffs,memory_buff_19,
element_end
element_start,memory_19_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
element_start,memory_20,Item
m_type,memory,
m_profileLevel,
m_possessionLimit,1,
m_maxQty,1,
m_combinable,False,
m_isConsumable,False,
m_buyCostId,memory_20_buy_cost,
element_end
element_start,memory_20,ActorDataExternalBuffs
buffs,memory_buff_20,
element_end
element_start,memory_20_buy_cost,Cost
m_ProfileValueType,candles,
m_ProfileValue,5,
element_end
