element_start,militia_melee_move,ActorDataSkill
m_IsFriendly,True,
m_IsFriendlySelfTargetValid,True,
m_LaunchRanks,0,1,2,3,
m_TargetRelativeRanks,-2,-1,1,
m_IsMoveToTarget,True,
m_IsAlwaysTargetable,True,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_block,
m_Tags,move,
m_IsAlwaysEquipped,True,
element_end
element_start,militia_ranged_move,ActorDataSkill
m_IsFriendly,True,
m_IsFriendlySelfTargetValid,True,
m_LaunchRanks,0,1,2,3,
m_TargetRelativeRanks,-1,1,2,
m_IsMoveToTarget,True,
m_IsAlwaysTargetable,True,
m_AverageRankIgnored,True,
m_ValidActOutTypes,skill_block,
m_Tags,move,
m_IsAlwaysEquipped,True,
element_end
element_start,pass_militia_melee,ActorDataSkill
m_IsFriendly,True,
m_IsOnlySelfTargetValid,True,
m_IsAutoSelectSelfTarget,True,
m_IsAlwaysEquipped,True,
m_AverageRankIgnored,True,
m_HideIfNotValid,True,
m_Tags,pass,
m_IsAlwaysCooldownUpdating,True,
element_end
element_start,pass_militia_melee,ActorDataEffects
performer_effects,add_1_block,
element_end
element_start,pass_militia_melee_u,ActorDataSkill
m_IsFriendly,True,
m_IsOnlySelfTargetValid,True,
m_IsAutoSelectSelfTarget,True,
m_IsAlwaysEquipped,True,
m_AverageRankIgnored,True,
m_HideIfNotValid,True,
m_Tags,pass,
m_IsAlwaysCooldownUpdating,True,
element_end
element_start,pass_militia_melee_u,ActorDataEffects
performer_effects,add_1_block_plus,
element_end
element_start,pass_militia_ranged,ActorDataSkill
m_IsFriendly,True,
m_IsOnlySelfTargetValid,True,
m_IsAutoSelectSelfTarget,True,
m_IsAlwaysEquipped,True,
m_AverageRankIgnored,True,
m_HideIfNotValid,True,
m_Tags,pass,
m_IsAlwaysCooldownUpdating,True,
element_end
element_start,pass_militia_ranged,ActorDataEffects
performer_effects,add_1_dodge,
element_end
element_start,pass_militia_ranged_u,ActorDataSkill
m_IsFriendly,True,
m_IsOnlySelfTargetValid,True,
m_IsAutoSelectSelfTarget,True,
m_IsAlwaysEquipped,True,
m_AverageRankIgnored,True,
m_HideIfNotValid,True,
m_Tags,pass,
m_IsAlwaysCooldownUpdating,True,
element_end
element_start,pass_militia_ranged_u,ActorDataEffects
performer_effects,add_1_dodge_plus,
element_end
