element_start,biome_select,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,2,
element_end
element_start,inn_available_recruit,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_mastery,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_route_select,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_run_end,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_store,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_travelogue,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_wainwright,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
element_start,inn_wainwright_repair,NarrationType
m_chance,0.8,
m_occurrenceTypes,inn,
m_maxOccurrences,2,
element_end
element_start,recruit_inn_hero,NarrationType
m_chance,1,
element_end
element_start,stagecoach_item_equip,NarrationType
m_chance,0.7,
m_occurrenceTypes,inn,
m_maxOccurrences,2,
element_end
element_start,stagecoach_item_equip_unique,NarrationType
m_chance,1,
element_end
element_start,stagecoach_item_unequip,NarrationType
m_chance,1,
m_occurrenceTypes,inn,
m_maxOccurrences,1,
element_end
